2015.10.27 18:21:27;186.11;;;186.11;;;186.05;;;186.06;;;186.08849329;185.74040774;185.56523066;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.07;;;186.07;;;186.01;;;186.01;;;186.06232886;185.74924683;185.56965623;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186;;;186.02;;;185.99;;;185.99;;;186.03821924;185.75714038;185.57383875;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186;;;186.04;;;185.99;;;186.02;;;186.03214616;185.76575873;185.57827817;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.01;;;186.02;;;186;;;186.01;;;186.02476411;185.77376664;185.58257391;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.02;;;186.03;;;185.98;;;185.98;;;186.00984274;185.78052839;185.5865284;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;185.99;;;186;;;185.98;;;185.98;;;185.99989516;185.78706844;185.59044354;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;185.97;;;186.03;;;185.97;;;186.01;;;186.00326344;185.79437767;185.59461823;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.02;;;186.06;;;186.01;;;186.05;;;186.01884229;185.80275873;185.59914939;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.06;;;186.06;;;186.03;;;186.03;;;186.02256153;185.81020927;185.60343646;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.04;;;186.04;;;186;;;186.01;;;186.01837435;185.81675978;185.60748187;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.02;;;186.03;;;186.01;;;186.03;;;186.02224957;185.82375126;185.61168603;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.02;;;186.03;;;186;;;186.02;;;186.02149971;185.83018565;185.61574885;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.01;;;186.05;;;186;;;186.04;;;186.02766647;185.83706481;185.61997026;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.05;;;186.06;;;186;;;186.01;;;186.02177765;185.84273481;185.62385115;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.02;;;186.05;;;186.02;;;186.03;;;186.02451843;185.84887466;185.62789243;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.02;;;186.03;;;185.98;;;186;;;186.01634562;185.85382959;185.631595;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186.02;;;186.03;;;185.98;;;185.98;;;186.00423041;185.85796632;185.63506171;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;185.97;;;186.02;;;185.96;;;185.99;;;185.99948694;185.86229529;185.63859344;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;185.98;;;186.01;;;185.95;;;186;;;185.99965796;185.8668102;185.64218952;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;185.99;;;186.01;;;185.99;;;185.99;;;185.99643864;185.87084921;185.64565032;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;186;;;186;;;185.97;;;185.97;;;185.98762576;185.87410006;185.64887768;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;185.96;;;185.96;;;185.95;;;185.96;;;185.97841717;185.87691645;185.65197343;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;185.95;;;185.98;;;185.95;;;185.97;;;185.97561145;185.87996837;185.65513787;2147483647;2147483647;2147483647;2147483647
2015.10.27 18:21:27;185.98;;;185.98;;;185.95;;;185.96;;;185.97040763;185.88259236;185.65817132;2147483647;2147483647;2147483647;2147483647
