2015.10.23 16:18:33;185.46;;;185.48;;;185.44;;;185.46;;;185.42908253;185.57895169;185.74325753
2015.10.23 16:18:33;185.45;;;185.46;;;185.42;;;185.42;;;185.42605502;185.57374016;185.74004104
2015.10.23 16:18:33;185.43;;;185.44;;;185.38;;;185.39;;;185.41403668;185.56771589;185.73655805
2015.10.23 16:18:33;185.4;;;185.44;;;185.39;;;185.4;;;185.40935779;185.56221701;185.73320921
2015.10.23 16:18:33;185.39;;;185.4;;;185.34;;;185.38;;;185.39957186;185.55624268;185.72969469
2015.10.23 16:18:33;185.37;;;185.38;;;185.3;;;185.32;;;185.37304791;185.54849702;185.72561813
2015.10.23 16:18:33;185.33;;;185.36;;;185.31;;;185.34;;;185.36203194;185.54166105;185.72178113
2015.10.23 16:18:33;185.33;;;185.35;;;185.29;;;185.29;;;185.33802129;185.53340987;185.7174848
2015.10.23 16:18:33;185.3;;;185.37;;;185.28;;;185.34;;;185.33868086;185.52706856;185.71372873
2015.10.23 16:18:33;185.35;;;185.4;;;185.35;;;185.37;;;185.34912057;185.52191877;185.71030855
2015.10.23 16:18:33;185.38;;;185.4;;;185.37;;;185.38;;;185.35941372;185.5172657;185.70702189
2015.10.23 16:18:33;185.39;;;185.4;;;185.35;;;185.37;;;185.36294248;185.51243732;185.70366844
2015.10.23 16:18:33;185.36;;;185.36;;;185.28;;;185.34;;;185.35529498;185.50678363;185.70004985
2015.10.23 16:18:33;185.35;;;185.36;;;185.32;;;185.34;;;185.35019666;185.50131532;185.69646726
2015.10.23 16:18:33;185.33;;;185.35;;;185.33;;;185.34;;;185.34679777;185.49602629;185.69292033
2015.10.23 16:18:33;185.33;;;185.38;;;185.31;;;185.38;;;185.35786518;185.49222215;185.68980669
2015.10.23 16:18:33;185.37;;;185.39;;;185.36;;;185.37;;;185.36191012;185.48821487;185.68662454
2015.10.23 16:18:33;185.38;;;185.4;;;185.36;;;185.37;;;185.36460675;185.48433897;185.68347404
2015.10.23 16:18:33;185.36;;;185.38;;;185.35;;;185.35;;;185.35973783;185.47993441;185.68015589
2015.10.23 16:18:33;185.36;;;185.41;;;185.35;;;185.41;;;185.37649189;185.47764148;185.67746777
2015.10.23 16:18:33;185.4;;;185.41;;;185.38;;;185.4;;;185.38432793;185.47509586;185.6747069
2015.10.23 16:18:33;185.41;;;185.41;;;185.33;;;185.34;;;185.36955195;185.47066649;185.67137648
2015.10.23 16:18:33;185.33;;;185.34;;;185.3;;;185.32;;;185.35303463;185.4657266;185.6678802
2015.10.23 16:18:33;185.31;;;185.39;;;185.31;;;185.39;;;185.36535642;185.46324376;185.66511522
2015.10.23 16:18:33;185.38;;;185.4;;;185.33;;;185.33;;;185.35357095;185.45887511;185.66178074
2015.10.23 16:18:33;185.34;;;185.4;;;185.33;;;185.4;;;185.3690473;185.45694478;185.65917596
2015.10.23 16:18:33;185.41;;;185.41;;;185.34;;;185.37;;;185.36936487;185.45409413;185.65629859
2015.10.23 16:18:33;185.38;;;185.41;;;185.37;;;185.39;;;185.37624324;185.45199269;185.65364885
2015.10.23 16:18:33;185.4;;;185.4;;;185.35;;;185.37;;;185.37416216;185.4493044;185.65082647
2015.10.23 16:18:33;185.36;;;185.38;;;185.35;;;185.36;;;185.36944144;185.44637639;185.64793268
2015.10.23 16:18:33;185.37;;;185.37;;;185.33;;;185.35;;;185.36296096;185.44321651;185.64496817
2015.10.23 16:18:33;185.36;;;185.39;;;185.35;;;185.36;;;185.36197397;185.4404881;185.64213267
2015.10.23 16:18:33;185.35;;;185.37;;;185.34;;;185.37;;;185.36464932;185.43817701;185.63942488
2015.10.23 16:18:33;185.36;;;185.37;;;185.35;;;185.36;;;185.36309954;185.43561383;185.63664453
2015.10.23 16:18:33;185.35;;;185.37;;;185.34;;;185.34;;;185.3553997;185.43247895;185.63369285
2015.10.23 16:18:33;185.35;;;185.35;;;185.26;;;185.27;;;185.32693313;185.42715177;185.63007401
2015.10.23 16:18:33;185.28;;;185.32;;;185.28;;;185.31;;;185.32128875;185.42331073;185.6268892
