2015.10.23 16:54:02;185.74;;;185.76;;;185.73;;;185.74;;;185.71718159;185.72041862;185.71986296
2015.10.23 16:54:02;185.73;;;185.75;;;185.71;;;185.74;;;185.72478773;185.72106063;185.72006333
2015.10.23 16:54:02;185.73;;;185.74;;;185.73;;;185.73;;;185.72652515;185.72135373;185.7201622
2015.10.23 16:54:02;185.72;;;185.74;;;185.72;;;185.73;;;185.72768344;185.72163721;185.72026009
2015.10.23 16:54:02;185.74;;;185.74;;;185.73;;;185.74;;;185.73178896;185.72223927;185.72045651
2015.10.23 16:54:02;185.73;;;185.74;;;185.73;;;185.74;;;185.73452597;185.72282159;185.72065097
2015.10.23 16:54:02;185.73;;;185.74;;;185.73;;;185.73;;;185.73301731;185.72305695;185.720744
2015.10.23 16:54:02;185.74;;;185.75;;;185.74;;;185.75;;;185.73867821;185.72394033;185.7210351
2015.10.23 16:54:02;185.74;;;185.76;;;185.74;;;185.74;;;185.73911881;185.72446687;185.72122381
2015.10.23 16:54:02;185.75;;;185.75;;;185.73;;;185.73;;;185.7360792;185.72464829;185.72131113
2015.10.23 16:54:02;185.74;;;185.74;;;185.72;;;185.72;;;185.73071947;185.72449588;185.72129808
2015.10.23 16:54:02;185.73;;;185.78;;;185.71;;;185.77;;;185.74381298;185.72598782;185.72178268
2015.10.23 16:54:02;185.78;;;185.79;;;185.75;;;185.75;;;185.74587532;185.72677511;185.72206345
2015.10.23 16:54:02;185.76;;;185.77;;;185.75;;;185.76;;;185.75058355;185.72786445;185.72244093
2015.10.23 16:54:02;185.77;;;185.79;;;185.76;;;185.79;;;185.76372236;185.72990168;185.72311316
2015.10.23 16:54:02;185.78;;;185.79;;;185.76;;;185.76;;;185.76248158;185.73088851;185.72348019
2015.10.23 16:54:02;185.75;;;185.77;;;185.75;;;185.77;;;185.76498772;185.73217085;185.72394307
2015.10.23 16:54:02;185.78;;;185.78;;;185.75;;;185.76;;;185.76332514;185.73308328;185.72430185
2015.10.23 16:54:02;185.75;;;185.76;;;185.75;;;185.75;;;185.75888343;185.73363793;185.72455755
2015.10.23 16:54:02;185.74;;;185.75;;;185.73;;;185.74;;;185.75258895;185.73384652;185.72471121
2015.10.23 16:54:02;185.73;;;185.74;;;185.73;;;185.74;;;185.74839264;185.73404828;185.72486334
2015.10.23 16:54:02;185.73;;;185.74;;;185.72;;;185.74;;;185.74559509;185.73424341;185.72501395
2015.10.23 16:54:02;185.75;;;185.75;;;185.74;;;185.75;;;185.74706339;185.73476002;185.72526257
2015.10.23 16:54:02;185.74;;;185.75;;;185.74;;;185.75;;;185.74804226;185.7352597;185.72550871
2015.10.23 16:54:02;185.76;;;185.76;;;185.75;;;185.75;;;185.74869484;185.73574298;185.72575241
2015.10.23 16:54:02;185.76;;;185.76;;;185.75;;;185.75;;;185.74912989;185.73621043;185.72599368
2015.10.23 16:54:02;185.76;;;185.76;;;185.75;;;185.75;;;185.74941993;185.73666254;185.72623254
2015.10.23 16:54:02;185.74;;;185.75;;;185.73;;;185.74;;;185.74627995;185.73677197;185.72636953
2015.10.23 16:54:02;185.75;;;185.75;;;185.75;;;185.75;;;185.74751997;185.73720567;185.72660466
